Longitude,Latitude
60.191549,21.914788
60.191587,21.914875
60.19177,21.914954
60.191898,21.914944
60.191853,21.914953
60.191881,21.915023
60.192046,21.915086
60.192114,21.915159
60.192372,21.915243
60.192376,21.915175
60.192478,21.915264
60.19265,21.915097
60.192706,21.915247
60.192764,21.915086
60.192928,21.915179
60.193058,21.915101
60.193286,21.915016
60.193559,21.914937
60.193649,21.914988
60.193711,21.914831
60.193936,21.91465
60.194242,21.914408
60.194455,21.914294
60.194553,21.914082
60.194741,21.914012
60.194641,21.914105
60.194796,21.913893
60.19473,21.913772
60.194938,21.913744
60.194802,21.913595
60.194911,21.913412
60.194873,21.913041
60.194627,21.912242
60.194476,21.9116
60.194436,21.911552
59.933177,23.775607
59.933119,23.775678
59.933088,23.775676
59.933025,23.775707
59.932984,23.775823
59.932961,23.775946
59.932898,23.776052
59.932856,23.776189
59.932857,23.776315
59.932825,23.776430
59.932773,23.776509
59.932711,23.776575
59.932637,23.776605
59.932558,23.776666
59.932434,23.776818
59.932123,23.777433
59.931894,23.778166
59.931675,23.778830
59.931469,23.779499
59.931209,23.780213
59.931030,23.780641
59.930760,23.781168
59.930440,23.781637
59.930134,23.782118
59.929830,23.782579
59.929507,23.783012
59.929156,23.783429
59.928789,23.783796
59.928409,23.784156
59.928037,23.784608
59.927680,23.785073
59.927309,23.785493
59.926928,23.785834
59.926552,23.786200
59.926172,23.786556
59.925782,23.786907
59.925596,23.787082
59.925220,23.787533
59.925134,23.787657
59.924765,23.788126
59.924403,23.788623
59.924106,23.789189
59.923832,23.789843
59.923576,23.790540
59.923336,23.791256
59.923131,23.792019
59.922968,23.792596
59.922745,23.793350
59.922523,23.794085
59.922315,23.794837
59.922118,23.795589
59.921926,23.796379
59.921722,23.797112
59.921560,23.797896
59.921385,23.798680
59.921200,23.799470
59.921054,23.800097
59.920926,23.800719
59.920780,23.801331
59.920631,23.801957
59.920475,23.802583
59.920339,23.803228
59.920207,23.803870
59.920078,23.804527
59.919941,23.805199
59.919809,23.805821
59.919686,23.806483
59.919559,23.807133
59.919453,23.807807
59.919336,23.808482
59.919226,23.809147
59.919111,23.809799
59.919028,23.810492
59.918947,23.811171
59.918921,23.811857
59.918968,23.812322
59.919117,23.812923
59.919324,23.813470
59.919534,23.814047
59.919725,23.814639
59.919921,23.815225
59.920119,23.815818
59.920298,23.816399
59.920351,23.816607
59.920472,23.817447
59.920477,23.818278
59.920403,23.819081
59.920301,23.819807
59.920250,23.820443
59.920298,23.821004
59.920411,23.821453
59.920549,23.821883
59.920607,23.821981
59.920679,23.822054
59.920794,23.822147
59.920908,23.822224
59.920986,23.822290
59.921059,23.822330
59.921133,23.822374
59.921216,23.822389
59.921299,23.822389
59.921415,23.822379
59.921478,23.822373
59.921584,23.822409
59.921689,23.822472
59.921752,23.822472
59.921820,23.822368
59.921862,23.822279
59.921926,23.822222
59.921990,23.822253
59.922050,23.822279
59.922105,23.822302
59.933179,23.775691
59.933176,23.775762
59.933125,23.775748
59.933214,23.775741
59.933177,23.775847
59.933014,23.776054
59.933072,23.776163
59.933045,23.776368
59.93298,23.776435
59.932982,23.776462
59.932959,23.776634
59.9328,23.77658
59.932661,23.776761
59.93259,23.776796
59.932495,23.777006
59.932322,23.777452
59.931914,23.778183
59.93175,23.779018
59.931645,23.779671
59.93135,23.780396
59.931228,23.780763
59.930948,23.781316
59.930458,23.781758
59.930162,23.782317
59.929842,23.782778
59.929699,23.783087
59.929339,23.783579
59.928865,23.783861
59.928546,23.784244
59.928225,23.784781
59.927804,23.785161
59.927476,23.785608
59.927087,23.785938
59.92675,23.7863
59.92634,23.786687
59.925954,23.786941
59.925705,23.787229
59.925396,23.787702
59.925197,23.787701
59.924813,23.788167
59.924448,23.788705
59.924199,23.789271
59.92384,23.789961
59.923673,23.790554
59.923366,23.791266
59.923289,23.792079
59.923152,23.792639
59.922761,23.79349
59.922615,23.794193
59.922339,23.794925
59.922174,23.795627
59.922045,23.796497
59.92178,23.797134
59.921669,23.797956
59.921403,23.798686
59.921341,23.799565
59.921088,23.800259
59.921069,23.800729
59.920952,23.801368
59.920765,23.802051
59.920634,23.802641
59.920469,23.803348
59.920344,23.804062
59.920134,23.804709
59.919971,23.805215
59.919944,23.80586
59.919699,23.806638
59.919629,23.807252
59.919646,23.807993
59.919522,23.808679
59.91926,23.809218
59.91922,23.809947
59.919063,23.810592
59.919037,23.811346
59.919052,23.811911
59.919042,23.812396
59.919132,23.813063
59.919408,23.813606
59.919642,23.814145
59.919912,23.814733
59.919943,23.815242
59.920255,23.815954
59.920462,23.816574
59.920477,23.816646
59.92066,23.817613
59.920598,23.818336
59.920421,23.819188
59.920449,23.820005
59.920367,23.820488
59.92039,23.821004
59.920442,23.821562
59.920557,23.822043
59.920736,23.822165
59.920868,23.822128
59.92097,23.822158
59.92094,23.822237
59.921102,23.822407
59.921153,23.822446
59.921154,23.822412
59.921299,23.822552
59.921406,23.822436
59.921424,23.822427
59.921483,23.822478
59.921704,23.822563
59.921862,23.822485
59.921869,23.822657
59.921878,23.822452
59.921948,23.82235
59.922001,23.822305
59.922014,23.82236
59.922198,23.822306
59.922247,23.822424
59.93312,23.775524
59.93301,23.775539
59.932978,23.775524
59.932891,23.775623
59.932905,23.775669
59.932914,23.775922
59.932759,23.775899
59.93281,23.776029
59.932831,23.776185
59.932774,23.776289
59.932751,23.776502
59.932642,23.77651
59.932626,23.776579
59.932506,23.776661
59.932406,23.776767
59.931954,23.777396
59.931893,23.777967
59.931675,23.778732
59.931387,23.779375
59.931048,23.780162
59.930878,23.780604
59.930641,23.781075
59.930307,23.78149
59.929944,23.782093
59.929792,23.782479
59.92938,23.782829
59.929089,23.783323
59.928719,23.783759
59.92827,23.784122
59.927936,23.784552
59.92748,23.784994
59.927146,23.785479
59.926867,23.785762
59.926423,23.786153
59.926012,23.786403
59.925624,23.786869
59.925537,23.787074
59.925033,23.787483
59.924937,23.787568
59.924629,23.788099
59.924368,23.788474
59.923931,23.789071
59.923745,23.789657
59.923506,23.790436
59.92314,23.791066
59.923097,23.791948
59.92277,23.792462
59.922596,23.793174
59.922406,23.794024
59.922301,23.794732
59.922106,23.795422
59.921777,23.796321
59.921713,23.797011
59.921514,23.797875
59.921211,23.798535
59.921016,23.799419
59.920988,23.799936
59.920734,23.800588
59.92077,23.801139
59.920499,23.801847
59.920379,23.802512
59.920256,23.80322
59.920039,23.803799
59.919947,23.804415
59.919903,23.805106
59.919665,23.805716
59.919502,23.806483
59.919496,23.8071
59.919353,23.80776
59.919153,23.808367
59.919053,23.809146
59.918943,23.809647
59.918989,23.81036
59.918749,23.810981
59.918917,23.811833
59.918835,23.812229
59.918934,23.812849
59.919257,23.813322
59.919495,23.814013
59.919539,23.814498
59.91987,23.815166
59.919928,23.815742
59.920268,23.816395
59.920268,23.816498
59.920314,23.817343
59.92042,23.818253
59.920351,23.818984
59.920248,23.819701
59.920176,23.820299
59.920121,23.820899
59.92038,23.821423
59.920515,23.821735
59.920538,23.821974
59.920647,23.822033
59.920752,23.822105
59.920737,23.822221
59.920805,23.822103
59.920876,23.82217
59.920974,23.822177
59.92119,23.822374
59.921288,23.822245
59.921219,23.822365
59.921448,23.822358
59.921512,23.822311
59.921534,23.822392
59.921594,23.822414
59.921668,23.822241
59.921783,23.822136
59.921774,23.822067
59.921889,23.822086
59.92188,23.822155
59.921947,23.82211
59.933289,23.775744
59.933242,23.775716
59.933197,23.7758
59.933168,23.775853
59.933062,23.775977
59.933068,23.776021
59.933058,23.776102
59.93292,23.776337
59.93305,23.776444
59.932889,23.776508
59.932927,23.77668
59.932869,23.77676
59.932695,23.776752
59.932618,23.776678
59.932572,23.776927
59.932147,23.777611
59.93203,23.778262
59.9317,23.778947
59.931518,23.779519
59.931287,23.780259
59.931221,23.780647
59.930784,23.781321
59.930624,23.781687
59.930192,23.782213
59.929989,23.782641
59.92958,23.783142
59.929226,23.783547
59.928842,23.783853
59.928411,23.784254
59.928207,23.784654
59.927817,23.785271
59.927377,23.785508
59.927044,23.785874
59.926689,23.78638
59.926182,23.786652
59.925858,23.787105
59.925794,23.78725
59.925335,23.787588
59.925236,23.787778
59.924829,23.788216
59.924589,23.788821
59.924247,23.789285
59.923936,23.789958
59.923733,23.790641
59.923435,23.791322
59.923149,23.792148
59.92307,23.79263
59.922802,23.793529
59.922713,23.794181
59.92246,23.794907
59.922279,23.7956
59.922007,23.796419
59.921741,23.7972
59.921758,23.797933
59.921477,23.798834
59.921321,23.799628
59.921164,23.800123
59.921047,23.800832
59.920955,23.801508
59.920671,23.802011
59.92063,23.802588
59.920385,23.803321
59.920213,23.80396
59.920122,23.804667
59.919964,23.805332
59.91996,23.805918
59.919769,23.806517
59.919712,23.807197
59.919498,23.807851
59.919386,23.808511
59.919334,23.809294
59.919149,23.809888
59.919131,23.81054
59.919138,23.811271
59.919026,23.811988
59.919033,23.812407
59.919221,23.813034
59.919436,23.813608
59.919727,23.814156
59.919753,23.814643
59.92009,23.815317
59.92029,23.815963
59.920337,23.816521
59.920385,23.81677
59.920511,23.817559
59.920615,23.81829
59.920549,23.819197
59.920411,23.819907
59.920381,23.820489
59.920313,23.82109
59.92057,23.821582
59.92055,23.822067
59.920697,23.822138
59.920829,23.822216
59.920801,23.822342
59.92105,23.822339
59.921093,23.822437
59.921256,23.822474
59.921274,23.822557
59.92122,23.822423
59.921455,23.822405
59.921493,23.822427
59.921666,23.822511
59.921745,23.822593
59.921884,23.822575
59.921833,23.82259
59.922001,23.822368
59.922022,23.822347
59.922051,23.822288
59.922097,23.822313
59.922086,23.822406
59.922143,23.822386
59.933052,23.775469
59.933082,23.775534
59.933007,23.775517
59.933017,23.775675
59.932839,23.775696
59.932824,23.775849
59.932891,23.775918
59.932692,23.776146
59.932762,23.776134
59.932776,23.776334
59.932608,23.776399
59.932581,23.776537
59.932622,23.776463
59.932442,23.77656
59.932286,23.776797
59.932062,23.777356
59.931817,23.778061
59.931672,23.778791
59.931312,23.779494
59.931114,23.780051
59.931009,23.780616
59.930756,23.78111
59.930323,23.781515
59.930117,23.782066
59.929696,23.782473
59.929432,23.782996
59.929046,23.783409
59.928778,23.783655
59.928311,23.784074
59.928005,23.784483
59.927619,23.784906
59.927226,23.785293
59.926757,23.785809
59.926528,23.786005
59.926113,23.786409
59.925629,23.786752
59.925407,23.787039
59.92515,23.787355
59.925054,23.787627
59.924681,23.78811
59.9244,23.788596
59.924097,23.789173
59.923651,23.789821
59.923398,23.790387
59.923167,23.791067
59.923103,23.791874
59.922823,23.792468
59.922552,23.793175
59.922364,23.793983
59.922207,23.79472
59.922112,23.795403
59.921871,23.796317
59.921681,23.796984
59.921511,23.797791
59.921364,23.79865
59.921178,23.7994
59.920978,23.799974
59.920767,23.80059
59.920699,23.801216
59.920523,23.801848
59.920349,23.802552
59.920328,23.803037
59.920021,23.803769
59.919974,23.804458
59.919754,23.805178
59.919715,23.805815
59.919576,23.80639
59.919462,23.806987
59.919382,23.807807
59.919212,23.808422
59.91912,23.809069
59.919018,23.809753
59.918829,23.81046
59.918794,23.811106
59.918723,23.811801
59.918836,23.812247
59.918957,23.812802
59.91915,23.81336
59.919429,23.814027
59.919601,23.814503
59.919735,23.815187
59.919968,23.815629
59.920195,23.816228
59.92027,23.816417
59.920307,23.817445
59.920301,23.818121
59.920265,23.81898
59.920224,23.819719
59.920093,23.820311
59.920229,23.820964
59.920247,23.821268
59.920539,23.821786
59.920492,23.821976
59.920648,23.821897
59.920619,23.822125
59.920818,23.822052
59.92088,23.822233
59.921014,23.822284
59.920976,23.822305
59.921183,23.822363
59.921237,23.822205
59.921257,23.822368
59.921355,23.822341
59.921444,23.822211
59.921664,23.822417
59.921562,23.822289
59.921755,23.822225
59.921809,23.8222
59.92186,23.822206
59.921931,23.82218
59.922036,23.822279
59.92203,23.822172
59.933364,23.775801
59.933149,23.775807
59.93325,23.775755
59.933169,23.775796
59.933086,23.775904
59.933125,23.776054
59.933041,23.776179
59.93291,23.776214
59.932927,23.776334
59.932844,23.776448
59.932927,23.776682
59.932868,23.776723
59.932773,23.77663
59.932714,23.776778
59.932493,23.776903
59.932197,23.777496
59.93201,23.778213
59.931794,23.778904
59.931508,23.779543
59.931359,23.780385
59.931177,23.780833
59.930874,23.781177
59.930486,23.781687
59.930139,23.782272
59.929925,23.782777
59.92965,23.783042
59.929179,23.783495
59.928873,23.783814
59.928467,23.784344
59.928103,23.784801
59.92786,23.785248
59.927427,23.785515
59.926935,23.785981
59.926575,23.786311
59.926198,23.786623
59.925831,23.786948
59.925657,23.787094
59.925244,23.78755
59.925241,23.787662
59.924844,23.788148
59.924531,23.78875
59.924213,23.789353
59.923882,23.789995
59.923687,23.790555
59.923366,23.791263
59.92319,23.792175
59.923032,23.792776
59.922863,23.793516
59.922549,23.794198
59.922496,23.795008
59.922143,23.795678
59.922097,23.796568
59.921902,23.797283
59.921628,23.79793
59.921403,23.798695
59.921212,23.799495
59.921189,23.800262
59.921021,23.800886
59.920865,23.801485
59.920669,23.801997
59.920576,23.802761
59.920469,23.803403
59.920386,23.803925
59.920124,23.804703
59.920046,23.805262
59.919825,23.805966
59.919823,23.806589
59.919605,23.807208
59.91954,23.807821
59.919497,23.808642
59.919366,23.809235
59.919173,23.80992
59.919045,23.810623
59.919101,23.811307
59.918983,23.811983
59.919059,23.812478
59.919179,23.812988
59.919499,23.813528
59.919631,23.814053
59.91992,23.814719
59.919985,23.815318
59.920283,23.815945
59.920476,23.816451
59.920494,23.816665
59.920599,23.817453
59.920628,23.818416
59.920493,23.819085
59.92035,23.819808
59.920331,23.820457
59.92047,23.821137
59.920583,23.821625
59.920735,23.821895
59.92071,23.822006
59.920723,23.822208
59.920896,23.822297
59.920981,23.822343
59.921012,23.822407
59.921128,23.822341
59.92129,23.822429
59.921413,23.822408
59.921473,23.822539
59.921536,23.822391
59.921529,23.8224
59.921585,23.822416
59.92171,23.822634
59.921889,23.822528
59.921841,23.822567
59.922009,23.822432
59.921943,23.822405
59.922102,23.822279
59.922175,23.822365
59.922113,23.822425
