Longitude,Latitude
60.191497,21.914894
60.191595,21.914819
60.191823,21.914808
60.191869,21.914937
60.19198,21.914947
60.191916,21.915044
60.192087,21.915026
60.192167,21.91503
60.192265,21.91518
60.192483,21.915245
60.192458,21.915109
60.192686,21.915131
60.192614,21.915232
60.192857,21.91508
60.192923,21.915162
60.193031,21.915023
60.193282,21.915118
60.193556,21.915063
60.193543,21.914889
60.193675,21.914812
60.194032,21.914687
60.1943,21.914433
60.194501,21.914332
60.194659,21.914085
60.194699,21.914027
60.194789,21.914061
60.194727,21.913969
60.194722,21.913748
60.194763,21.913793
60.194958,21.913577
60.194841,21.913473
60.194882,21.91317
60.194664,21.912199
60.194334,21.911517
60.194359,21.911448
59.933177,23.775607
59.933119,23.775678
59.933088,23.775676
59.933025,23.775707
59.932984,23.775823
59.932961,23.775946
59.932898,23.776052
59.932856,23.776189
59.932857,23.776315
59.932825,23.776430
59.932773,23.776509
59.932711,23.776575
59.932637,23.776605
59.932558,23.776666
59.932434,23.776818
59.932123,23.777433
59.931894,23.778166
59.931675,23.778830
59.931469,23.779499
59.931209,23.780213
59.931030,23.780641
59.930760,23.781168
59.930440,23.781637
59.930134,23.782118
59.929830,23.782579
59.929507,23.783012
59.929156,23.783429
59.928789,23.783796
59.928409,23.784156
59.928037,23.784608
59.927680,23.785073
59.927309,23.785493
59.926928,23.785834
59.926552,23.786200
59.926172,23.786556
59.925782,23.786907
59.925596,23.787082
59.925220,23.787533
59.925134,23.787657
59.924765,23.788126
59.924403,23.788623
59.924106,23.789189
59.923832,23.789843
59.923576,23.790540
59.923336,23.791256
59.923131,23.792019
59.922968,23.792596
59.922745,23.793350
59.922523,23.794085
59.922315,23.794837
59.922118,23.795589
59.921926,23.796379
59.921722,23.797112
59.921560,23.797896
59.921385,23.798680
59.921200,23.799470
59.921054,23.800097
59.920926,23.800719
59.920780,23.801331
59.920631,23.801957
59.920475,23.802583
59.920339,23.803228
59.920207,23.803870
59.920078,23.804527
59.919941,23.805199
59.919809,23.805821
59.919686,23.806483
59.919559,23.807133
59.919453,23.807807
59.919336,23.808482
59.919226,23.809147
59.919111,23.809799
59.919028,23.810492
59.918947,23.811171
59.918921,23.811857
59.918968,23.812322
59.919117,23.812923
59.919324,23.813470
59.919534,23.814047
59.919725,23.814639
59.919921,23.815225
59.920119,23.815818
59.920298,23.816399
59.920351,23.816607
59.920472,23.817447
59.920477,23.818278
59.920403,23.819081
59.920301,23.819807
59.920250,23.820443
59.920298,23.821004
59.920411,23.821453
59.920549,23.821883
59.920607,23.821981
59.920679,23.822054
59.920794,23.822147
59.920908,23.822224
59.920986,23.822290
59.921059,23.822330
59.921133,23.822374
59.921216,23.822389
59.921299,23.822389
59.921415,23.822379
59.921478,23.822373
59.921584,23.822409
59.921689,23.822472
59.921752,23.822472
59.921820,23.822368
59.921862,23.822279
59.921926,23.822222
59.921990,23.822253
59.922050,23.822279
59.922105,23.822302
59.933283,23.775731
59.933203,23.775713
59.933115,23.775764
59.93321,23.775826
59.932997,23.775832
59.933004,23.776097
59.933029,23.776077
59.932869,23.776255
59.932902,23.776395
59.933008,23.776549
59.932798,23.776542
59.932823,23.776774
59.932708,23.776685
59.932584,23.776702
59.932472,23.77698
59.932194,23.777566
59.931907,23.778222
59.931778,23.778879
59.931649,23.779695
59.931243,23.780398
59.931178,23.780682
59.930891,23.781252
59.930494,23.781758
59.930202,23.782227
59.929915,23.782582
59.929662,23.78304
59.92926,23.783561
59.928885,23.783876
59.928475,23.784343
59.928074,23.784722
59.927727,23.785132
59.927461,23.785621
59.927076,23.785866
59.926701,23.786353
59.926269,23.786594
59.925864,23.786938
59.92572,23.787249
59.925311,23.787714
59.92514,23.787683
59.924905,23.788243
59.924571,23.788625
59.924243,23.789381
59.923969,23.78995
59.923642,23.790672
59.923401,23.791352
59.923184,23.792027
59.922996,23.792668
59.922761,23.793479
59.922644,23.794129
59.922461,23.794976
59.922152,23.79575
59.922063,23.796577
59.921755,23.797208
59.921692,23.798067
59.921549,23.79885
59.921276,23.799517
59.921196,23.800251
59.921059,23.80083
59.920964,23.801391
59.920722,23.802134
59.920543,23.802595
59.920426,23.803324
59.920363,23.804056
59.92026,23.804678
59.920033,23.805388
59.919984,23.805926
59.919795,23.806509
59.919571,23.807199
59.919495,23.807892
59.919341,23.808666
59.91935,23.809216
59.919164,23.80986
59.919109,23.810577
59.919147,23.811332
59.919117,23.812023
59.919038,23.81243
59.919311,23.812938
59.919351,23.813609
59.919679,23.814131
59.919796,23.814709
59.920068,23.815291
59.920294,23.815987
59.920415,23.816589
59.92037,23.816802
59.920541,23.817624
59.920621,23.818343
59.920494,23.819133
59.92049,23.819834
59.920327,23.820641
59.920311,23.821163
59.920492,23.821488
59.920713,23.822076
59.920722,23.822156
59.920865,23.822085
59.920918,23.822321
59.921069,23.82237
59.92112,23.822336
59.92108,23.822509
59.921238,23.822479
59.921246,23.82242
59.921434,23.822525
59.921523,23.822532
59.921643,23.822484
59.921645,23.822566
59.921806,23.822591
59.921912,23.822575
59.921977,23.822517
59.922042,23.822432
59.921971,23.822364
59.922079,23.822299
59.922207,23.822461
59.922114,23.822457
59.933114,23.775584
59.932945,23.775624
59.933014,23.775644
59.932928,23.775703
59.93297,23.775679
59.932829,23.775885
59.932804,23.775988
59.932822,23.776078
59.932695,23.776251
59.932722,23.776297
59.932732,23.776417
59.932659,23.776454
59.932534,23.77647
59.932437,23.776605
59.932387,23.776624
59.931924,23.77739
59.931785,23.777972
59.931492,23.778826
59.931447,23.779433
59.93108,23.780207
59.930889,23.780611
59.930624,23.781058
59.930398,23.781467
59.929938,23.78192
59.929714,23.782396
59.929469,23.782992
59.929009,23.783364
59.928597,23.783612
59.928236,23.784156
59.927935,23.784464
59.927542,23.784943
59.927145,23.785443
59.926742,23.785637
59.926393,23.786026
59.926146,23.78643
59.925651,23.786892
59.92545,23.787013
59.925178,23.787443
59.925022,23.787518
59.924764,23.788121
59.92424,23.788609
59.924031,23.788994
59.923824,23.789688
59.923515,23.790377
59.923292,23.79123
59.923041,23.79197
59.922923,23.792595
59.922703,23.793212
59.922396,23.793983
59.922201,23.794722
59.921947,23.795567
59.921789,23.796218
59.921714,23.797104
59.921488,23.797776
59.921254,23.798533
59.921048,23.799369
59.921053,23.799967
59.920804,23.800637
59.920634,23.801323
59.920458,23.801782
59.920403,23.802497
59.920287,23.803197
59.920143,23.803855
59.919952,23.804433
59.919832,23.805067
59.919721,23.80564
59.919639,23.806307
59.919542,23.807043
59.919451,23.807642
59.919246,23.808442
59.919108,23.809138
59.919041,23.809692
59.91901,23.810328
59.918836,23.810994
59.918834,23.811854
59.918926,23.812222
59.918979,23.812779
59.91931,23.813295
59.919517,23.813922
59.919625,23.814457
59.919789,23.815083
59.920097,23.815717
59.920255,23.816334
59.920294,23.81648
59.920301,23.817361
59.920352,23.818194
59.920221,23.819034
59.920244,23.81978
59.920114,23.82038
59.920117,23.82098
59.920385,23.821375
59.920439,23.821789
59.920597,23.821971
59.920644,23.821929
59.920767,23.822019
59.920866,23.82208
59.920881,23.822204
59.920997,23.822252
59.921004,23.822306
59.921066,23.82224
59.921261,23.822329
59.921299,23.822201
59.921319,23.822355
59.921428,23.822388
59.921604,23.822449
59.921558,23.822432
59.921675,23.822168
59.92186,23.82222
59.921754,23.822078
59.921981,23.822067
59.92187,23.822137
59.921965,23.822279
59.93324,23.775795
59.933189,23.775737
59.933246,23.775874
59.93309,23.775822
59.932986,23.775903
59.93307,23.775969
59.932906,23.776157
59.932974,23.776196
59.932917,23.77646
59.932987,23.77645
59.932878,23.77662
59.9328,23.776711
59.932825,23.776795
59.932574,23.776693
59.932533,23.776986
59.932321,23.777559
59.931993,23.778243
59.931815,23.778901
59.931657,23.779583
59.931301,23.780394
59.931031,23.780698
59.93083,23.781335
59.930577,23.78182
59.930159,23.782143
59.929904,23.782687
59.929578,23.783121
59.929241,23.78356
59.928926,23.783819
59.928479,23.784206
59.928113,23.784611
59.927722,23.785251
59.9274,23.785649
59.926961,23.785919
59.926632,23.786249
59.926215,23.786704
59.925809,23.786921
59.92567,23.787111
59.925323,23.7876
59.925308,23.787815
59.924785,23.788135
59.924455,23.788643
59.924224,23.789252
59.923941,23.789909
59.923614,23.790649
59.923474,23.791408
59.923146,23.79217
59.923043,23.792644
59.922851,23.793524
59.92255,23.794228
59.922358,23.794932
59.922246,23.795619
59.922091,23.796487
59.921825,23.797133
59.921652,23.798071
59.921463,23.798716
59.921386,23.799531
59.921192,23.800136
59.92111,23.800728
59.92093,23.801466
59.9208,23.80211
59.92051,23.802683
59.920414,23.803247
59.920315,23.803876
59.920112,23.804558
59.920048,23.805348
59.919889,23.805831
59.919733,23.806545
59.919735,23.807182
59.919493,23.807888
59.919499,23.808537
59.919399,23.809227
59.919287,23.809832
59.919062,23.810544
59.919125,23.811349
59.919044,23.812042
59.919094,23.812465
59.919156,23.813102
59.919517,23.813643
59.919571,23.814139
59.919758,23.814777
59.920003,23.815275
59.920121,23.815978
59.920386,23.816575
59.920531,23.816726
59.920496,23.817514
59.920515,23.818301
59.920553,23.819229
59.920447,23.819979
59.92041,23.820579
59.920317,23.821174
59.920423,23.82156
59.92061,23.822028
59.920658,23.822113
59.920697,23.822236
59.920859,23.822152
59.92095,23.822257
59.921008,23.822301
59.921171,23.822505
59.921295,23.822385
59.921342,23.822394
59.921496,23.822459
59.921551,23.82252
59.921631,23.822568
59.921679,23.822505
59.921859,23.822568
59.921874,23.822667
59.922015,23.822541
59.921937,23.822418
59.92201,23.822413
59.922027,23.822395
59.922052,23.822322
59.922247,23.822381
59.933093,23.775521
59.93304,23.775493
59.933034,23.77549
59.933014,23.775566
59.932978,23.775691
59.932837,23.775757
59.932749,23.775958
59.93275,23.776031
59.932665,23.776196
59.932777,23.77636
59.932688,23.776463
59.932594,23.776382
59.932636,23.776601
59.932359,23.776626
59.932289,23.776649
59.931954,23.777419
59.931719,23.778157
59.931631,23.778803
59.931352,23.779338
59.931142,23.7801
59.930969,23.78058
59.930635,23.781163
59.930323,23.781556
59.930071,23.782076
59.929796,23.782557
59.929424,23.782988
59.92912,23.783364
59.92876,23.783756
59.928209,23.784017
59.92788,23.784409
59.927658,23.78489
59.927193,23.785484
59.926918,23.785762
59.926515,23.786031
59.926088,23.786514
59.925618,23.786811
59.925443,23.786944
59.925141,23.787334
59.925134,23.787581
59.924643,23.788028
59.924282,23.788523
59.92399,23.788998
59.923672,23.789776
59.92355,23.790534
59.923233,23.791238
59.922945,23.791898
59.922824,23.792416
59.922652,23.793337
59.922432,23.794043
59.922293,23.794698
59.922006,23.795432
59.921886,23.796355
59.921594,23.79706
59.921497,23.797822
59.921294,23.798566
59.921072,23.799297
59.920908,23.800006
59.920845,23.800584
59.92071,23.801316
59.920555,23.801858
59.920416,23.802507
59.920165,23.80304
59.920158,23.803772
59.919964,23.804478
59.919889,23.805161
59.919668,23.805695
59.919634,23.806403
59.919459,23.807017
59.919292,23.807717
59.91918,23.808393
59.919184,23.809057
59.91899,23.809658
59.91899,23.810441
59.918846,23.811042
59.918804,23.811669
59.918826,23.812259
59.918955,23.812824
59.919279,23.813386
59.919527,23.813932
59.919645,23.814493
59.919843,23.81522
59.920109,23.815698
59.920152,23.816248
59.920243,23.816442
59.920294,23.817289
59.92046,23.818272
59.920204,23.819068
59.920256,23.819715
59.920095,23.820266
59.920128,23.820807
59.920363,23.821334
59.920425,23.821708
59.920511,23.821974
59.920525,23.821861
59.920699,23.821963
59.920878,23.822119
59.920857,23.82228
59.920868,23.822235
59.920959,23.822229
59.92102,23.822209
59.92116,23.822278
59.921335,23.822207
59.921324,23.822301
59.921579,23.822319
59.921583,23.82228
59.921748,23.82232
59.921798,23.822251
59.921798,23.822256
59.921925,23.822084
59.921905,23.82219
59.92187,23.822248
59.922046,23.822298
59.933285,23.775785
59.933288,23.775764
59.93316,23.775774
59.93305,23.775853
59.933091,23.775972
59.933109,23.775973
59.933053,23.776175
59.932873,23.776206
59.932891,23.776432
59.932998,23.776598
59.932942,23.77652
59.932794,23.776728
59.932801,23.776647
59.93263,23.776775
59.932599,23.776961
59.932153,23.777444
59.931914,23.778347
59.931866,23.778957
59.931669,23.779504
59.93137,23.780408
59.931115,23.780699
59.93088,23.781233
59.930533,23.78174
59.930254,23.782141
59.929874,23.782696
59.929535,23.783045
59.929223,23.783455
59.92895,23.783992
59.92855,23.784331
59.928187,23.784694
59.927796,23.785257
59.927336,23.785631
59.926932,23.785922
59.926715,23.786232
59.926248,23.786582
59.925838,23.78705
59.925727,23.787244
59.925266,23.787678
59.925285,23.787736
59.924934,23.788142
59.924592,23.788674
59.924134,23.789258
59.923987,23.790022
59.923655,23.790568
59.923362,23.791328
59.92333,23.792078
59.923029,23.792677
59.922806,23.793395
59.922718,23.794268
59.922349,23.794934
59.922147,23.795711
59.92204,23.796477
59.921781,23.797167
59.921587,23.797968
59.921495,23.798721
59.921231,23.799598
59.921117,23.800267
59.921044,23.800892
59.920895,23.801392
59.920713,23.801995
59.920481,23.802661
59.920533,23.80323
59.920359,23.804053
59.920128,23.804726
59.920074,23.805359
59.919892,23.805929
59.919873,23.806663
59.919595,23.807154
59.919458,23.808
59.919414,23.808547
59.919314,23.809325
59.919246,23.809929
59.919124,23.810641
59.919018,23.811211
59.919003,23.811888
59.919067,23.812512
59.919246,23.813077
59.919398,23.813643
59.919535,23.814213
59.919819,23.814784
59.919991,23.81534
59.920234,23.815838
59.920422,23.81648
59.920364,23.816619
59.920555,23.817639
59.920677,23.818412
59.920515,23.819147
59.920469,23.81981
59.920292,23.820586
59.920382,23.821093
59.920597,23.821546
59.920571,23.821968
59.920612,23.822069
59.92077,23.822078
59.920938,23.822293
59.921014,23.822405
59.921096,23.822384
59.921106,23.82248
59.921163,23.822507
59.921325,23.822479
59.921324,23.822565
59.921528,23.822458
59.921485,23.822516
59.921596,23.822454
59.921799,23.822586
59.921812,23.822523
59.921987,23.822454
59.921923,23.822345
59.921962,23.822224
59.922072,23.822307
59.92224,23.822367
59.922163,23.822487
